gene_symbol	chimp1	chimp2	chimp3	chimp4	macaca1	macaca2	macaca3	macaca4
MLXIP	1043	633	979	908	864	1185	1361	1125
MLXIPL	157	98	103	62	70	213	393	235
MLYCD	779	1007	554	633	867	899	1161	836
MMAA	217	231	180	198	124	140	193	140
MMAB	322	563	491	675	326	368	678	458
MMACHC	245	218	171	212	436	270	974	328
MMADHC	1086	1004	1730	1086	1163	1372	2063	1460
MMD	457	389	480	462	426	362	461	233
MME	1048	1198	771	1107	166	371	651	408
MMGT1	1246	820	1178	1003	639	841	980	721
MMP14	1465	926	971	1771	391	323	515	417
MMP15	1469	2103	1308	2740	1422	1092	1956	1358
MMP16	420	321	200	731	138	128	162	165
MMP19	353	92	135	94	59	43	70	90
MMP2	13908	6258	6459	17493	2223	1505	2878	2721
MMP24	131	73	160	132	24	45	72	70
MMP25	131	116	209	171	11	6	11	17
MMP9	902	18	755	27	16	4	9	4
MMRN1	364	91	59	188	77	115	76	27
MMRN2	2365	1834	1655	1938	475	369	576	751
MMS19	2725	2390	2646	2849	1670	2084	2936	1933
MMUT	2363	2046	2294	1814	2505	2909	4789	3722
MN1	146	104	55	140	14	23	29	26
MNAT1	640	581	842	747	297	391	496	356
MNDA	165	52	284	118	31	48	57	80
MNS1	157	110	97	121	26	65	81	60
MNT	344	222	222	262	120	116	216	162
MOB1A	1232	1155	1126	1232	592	601	856	732
MOB1B	53	152	108	126	83	73	110	60
MOB2	1412	1057	1403	1385	640	685	1136	853
MOB3C	926	748	483	878	361	556	593	621
MOB4	163	122	169	150	74	152	216	172
MOCS1	604	523	634	551	276	440	823	531
MOCS2	2842	2906	4623	3034	2690	1575	2786	1937
MOCS3	128	84	108	107	87	118	195	124
MOGS	1116	588	790	1011	543	717	737	589
MON1A	294	285	191	289	269	278	480	437
MON1B	898	555	747	862	397	362	570	475
MON2	890	666	745	855	594	755	981	768
MORC2	1640	1230	1245	1378	742	854	1318	869
MORC3	1221	941	1219	1197	1245	1694	2226	1405
MORC4	132	63	65	157	66	78	111	105
MORF4L1	3967	2562	4821	3605	2615	3360	4240	3089
MORF4L2	7536	5336	9366	7262	2565	3130	4231	3658
MORN2	420	275	627	509	338	388	546	493
MORN4	329	288	247	363	104	111	160	90
MOSMO	881	614	1092	790	605	840	1019	772
MOSPD1	170	172	194	114	72	145	156	138
MOSPD2	506	321	343	419	166	221	292	204
MOSPD3	331	265	386	308	197	230	340	253
MOV10	1194	818	869	1171	546	450	812	744
MOXD1	720	479	358	1447	238	120	342	360
MPC1	8972	13651	10963	7852	16747	18586	31909	19364
MPC2	155	172	187	113	188	140	266	175
MPDU1	894	746	850	866	655	646	968	768
MPDZ	4716	6373	4816	6976	2966	3730	5416	4234
MPG	453	386	288	445	300	263	468	317
MPHOSPH10	1235	827	1238	1154	334	476	851	465
MPHOSPH8	844	695	887	788	463	770	873	605
MPHOSPH9	455	605	528	620	292	425	696	414
MPI	899	818	1095	814	935	684	1912	954
MPLKIP	434	309	204	455	107	94	153	149
MPND	324	307	163	330	189	155	323	162
MPP1	1465	809	1329	870	997	1115	1508	941
MPP3	932	718	6439	659	1015	99	276	1542
MPP7	654	460	738	577	431	639	739	435
MPPE1	637	728	836	1110	173	215	379	248
MPPED2	452	407	395	517	497	895	828	558
MPRIP	1250	1265	991	1470	949	945	1631	1324
MPST	936	856	1074	1094	433	538	799	819
MPV17	1539	1158	721	1701	311	510	536	383
MPV17L2	134	185	195	198	123	120	229	180
MPZ	823	80	279	665	93	152	351	120
MPZL1	209	169	224	272	161	199	204	174
MPZL2	464	314	374	304	43	124	63	103
MPZL3	172	104	142	225	38	40	56	42
MR1	261	89	99	158	61	60	105	63
MRAS	10147	7383	7705	11660	869	791	1246	952
MRC2	6530	2908	2184	8794	495	311	619	632
MRE11	144	118	92	162	65	106	102	69
MRFAP1L1	2525	1985	2515	2391	1129	1566	2300	1723
MRFAP1L2	302	163	304	240	164	227	258	212
MRGBP	739	810	887	726	325	400	652	412
MRGPRF	272	144	112	187	145	109	191	153
MRI1	130	136	141	186	45	146	190	128
MRM2	132	147	150	126	95	69	145	105
MRM3	138	159	174	127	77	105	231	120
MRNIP	912	599	677	799	256	264	390	420
MRO	188	102	77	60	26	70	123	34
MROH1	296	333	289	260	109	119	221	153
MROH7	648	481	559	573	219	376	514	406
MRPL1	832	849	1006	787	769	758	1329	912
MRPL10	1452	1438	1804	1717	721	880	1552	1024
MRPL11	1191	1315	1031	1346	1137	1241	2081	1385
MRPL13	1944	2233	2300	2116	1568	2290	2915	2288
MRPL14	664	654	868	714	200	254	355	259
MRPL15	2699	2894	3675	2994	2803	3218	6250	4095
MRPL16	2440	2874	2708	2646	1314	1663	2227	1448
MRPL18	485	407	340	464	263	337	463	314
MRPL19	772	787	829	814	428	594	753	619
MRPL2	942	911	1227	952	827	840	1573	1048
MRPL20	1168	1103	1452	1174	1085	1162	1527	1218
MRPL21	444	561	302	424	738	608	1280	847
MRPL22	1272	1238	1700	1270	807	899	1165	998
MRPL23	319	357	322	376	348	412	553	401
MRPL24	242	352	333	312	302	358	510	415
MRPL27	1323	1480	1453	1399	761	793	1363	937
MRPL28	839	929	1068	857	375	354	714	471
MRPL3	286	279	333	379	329	484	562	468
MRPL30	194	155	274	95	152	183	201	170
MRPL32	140	157	190	135	111	199	222	175
MRPL33	979	734	1355	720	563	696	1016	680
MRPL35	870	1048	1010	1184	237	235	303	252
MRPL37	2881	3077	3591	3377	1897	2260	3555	2668
MRPL38	912	1106	1183	1015	1210	1260	2372	1849
MRPL39	1044	1163	1631	1065	688	855	1172	824
MRPL4	1704	2543	2490	2087	1350	1374	2589	1648
MRPL42	869	837	1127	846	1352	1515	2350	1549
MRPL43	1127	1085	1493	1045	830	994	1697	1164
MRPL44	743	665	849	673	509	606	698	738
MRPL47	990	1084	1753	1008	1025	910	1523	1087
MRPL48	742	632	834	733	792	1226	1397	1163
MRPL49	399	333	405	322	349	460	728	509
MRPL51	1786	2001	2654	2060	1213	1603	2308	1450
MRPL52	751	776	850	1036	587	659	923	679
MRPL53	581	699	691	730	1143	1198	1760	1448
MRPL54	345	259	279	334	137	169	261	180
MRPL55	602	751	992	741	415	461	834	535
MRPL9	970	745	1009	954	908	1163	1702	1152
MRPS11	993	1492	1206	1324	779	791	1364	914
MRPS12	957	1348	1056	1205	886	727	1377	905
MRPS14	814	826	805	874	1836	1510	3003	1630
MRPS15	1702	1719	2333	1716	189	218	317	207
MRPS16	1820	2037	2047	1981	1079	1280	1937	1351
MRPS18A	589	783	799	782	804	723	1583	1118
MRPS18B	1402	1401	1443	1259	1498	1503	3133	1805
MRPS18C	650	577	741	576	424	455	870	592
MRPS2	1312	1447	1323	1336	893	1002	1660	1085
MRPS22	1925	2362	2280	2163	2105	2245	4041	2664
MRPS23	1448	1553	1906	1364	1861	2398	3072	2182
MRPS24	1359	1899	1900	1396	1092	1214	2254	1559
MRPS25	2241	2912	2598	2676	1769	2194	3055	2567
MRPS26	1002	1214	1077	1351	744	732	1002	1021
MRPS27	3845	4029	5425	4089	1687	2020	3131	2004
MRPS28	1426	1634	1909	1450	673	958	1334	912
MRPS30	1098	1320	1323	1071	707	972	1589	1105
MRPS33	1816	2139	2788	2322	1794	2248	3621	2339
MRPS34	214	262	311	292	365	274	600	526
MRPS35	885	903	1193	806	684	795	1482	1022
MRPS5	697	797	588	827	173	251	344	191
MRPS6	867	719	682	771	1125	1404	2081	1531
MRPS7	1799	2029	2189	1873	1229	1380	2364	1480
MRPS9	1476	1839	2155	1474	2337	2716	4482	2985
MRRF	235	211	278	222	203	262	423	311
MRS2	1871	2140	2808	1776	2191	2452	3620	2658
MRTFA	1176	517	651	639	401	377	620	494
MRTFB	2635	1770	2573	2234	985	1217	1508	1095
MRTO4	160	104	201	160	60	55	80	66
MS4A14	263	33	54	61	20	16	22	38
MS4A4A	519	70	164	56	42	24	54	39
MS4A6A	794	119	526	331	45	101	99	58
MS4A7	847	118	297	121	259	154	259	220
MSANTD2	616	323	470	549	184	267	309	302
MSANTD3	96	69	151	135	71	64	112	79
MSANTD3-TMEFF1	106	70	114	139	50	90	74	53
MSANTD4	918	682	527	710	547	734	948	799
MSC	259	139	157	341	71	55	106	51
MSH2	1005	856	770	1047	384	573	762	485
MSH3	371	426	289	379	331	520	753	408
MSH6	1014	928	1006	1098	599	918	1171	730
MSI2	1149	1492	2266	1189	863	984	1711	1275
MSL1	3178	2654	4092	3506	1298	1769	1952	1426
MSL2	610	485	517	597	221	276	330	299
MSL3	594	327	796	611	159	140	290	171
MSMO1	318	245	188	362	363	424	487	452
MSMP	295	240	436	261	155	172	255	137
MSR1	647	144	231	141	42	32	38	46
MSRB1	792	846	1185	789	810	788	1659	1132
MSRB2	2606	2639	1855	2913	593	442	776	590
MSRB3	7403	6363	6264	8806	18017	11251	33192	14121
MSS51	1376	1052	1299	1850	40	60	79	56
MSX1	235	261	245	268	56	56	71	54
MTA1	2306	1879	2980	2029	1254	1249	2014	1530
MTA2	2545	1918	2093	1971	1182	1179	1651	1124
MTA3	798	757	844	960	528	701	912	477
MTAP	299	251	306	341	153	156	216	143
MTARC1	1569	1821	1831	1766	100	204	163	115
MTARC2	1492	1242	1648	1186	971	1811	3213	1241
MTBP	164	154	174	222	53	84	82	59
MTCH1	6128	5613	6597	4976	3099	2669	4023	3613
MTCH2	1900	1662	2265	1495	1109	1288	1586	1043
MTCL1	254	194	118	274	110	125	128	140
MTCL2	832	982	1248	889	517	1019	1133	998
MTCP1	1410	1636	2307	1401	1083	1178	1945	1252
MTDH	4385	3938	4716	4114	2145	2679	3518	2654
MTERF1	271	188	154	282	184	187	353	224
MTERF2	1053	1051	1233	1265	542	943	790	688
MTERF3	1010	992	759	1139	653	696	1002	814
MTERF4	368	374	343	400	297	346	488	309
MTF1	243	168	191	213	233	309	419	268
MTF2	659	549	701	688	368	378	492	354
MTFMT	175	224	224	211	72	176	186	95
MTFP1	204	498	224	524	412	273	772	429
MTFR1	962	771	908	877	414	413	628	514
MTFR1L	6464	6871	9016	6861	3937	3997	7334	4771
MTG1	471	475	706	996	1020	627	2072	1283
MTG2	281	258	302	339	365	381	746	540
MTHFD1	1466	1366	1264	1131	744	984	1271	992
MTHFD1L	162	58	83	112	43	15	219	73
MTHFD2	690	319	657	523	95	74	116	154
MTHFD2L	312	216	497	323	289	301	352	355
MTHFR	499	507	883	441	279	265	610	408
MTHFS	421	338	247	260	314	333	557	444
MTHFSD	175	212	122	175	30	60	78	56
MTIF2	1049	1040	1165	1048	1287	1260	1927	1448
MTIF3	2378	2396	3528	2171	468	741	1062	591
MTLN	1053	1421	1098	1456	838	742	1703	956
MTM1	354	384	523	327	395	480	745	522
MTMR1	300	228	329	207	351	681	546	507
MTMR11	1136	663	342	1471	71	38	102	121
MTMR12	493	389	610	557	256	336	371	260
MTMR14	2214	2067	2656	1738	1402	1962	3907	2820
MTMR2	1310	897	1221	1165	564	606	1019	711
MTMR3	2915	2226	2940	2476	2201	2742	3865	2839
MTMR4	1512	1552	1685	2096	714	916	1252	847
MTMR6	1426	1307	1676	1392	1577	1708	2440	1927
MTMR8	77	133	101	146	77	67	102	84
MTMR9	284	551	344	482	206	195	267	264
MTNAP1	730	811	962	742	495	583	774	588
MTO1	805	421	717	699	897	918	1393	848
MTOR	3585	3684	3036	3564	3819	3699	5831	3995
MTPAP	570	301	535	391	586	802	1208	753
MTPN	6045	3771	4687	6428	3063	3988	4422	3563
MTR	749	1639	1449	1321	2523	2919	5693	2209
MTREX	3395	2818	3449	3087	2040	3052	3637	2677
MTRFR	87	66	117	132	82	85	81	88
MTRR	1191	1161	908	1364	584	549	790	679
MTSS1	506	639	922	577	270	258	384	393
MTSS2	900	810	1096	774	590	849	1295	962
MTTP	280	172	65	85	39	71	117	191
MTURN	389	451	466	543	212	457	464	281
MTUS1	12267	10463	13763	12964	9531	14728	17383	12241
MTUS2	1389	2457	5252	1137	1698	1902	2185	1304
MTX2	2119	2272	2514	2385	1065	1363	1847	1307
MTX3	161	383	317	489	129	174	212	202
MUC1	159	85	214	147	5	8	9	9
MUL1	1348	1060	1499	1232	958	787	2274	1388
MUS81	1599	1032	983	1477	1066	1242	1594	1219
MUTYH	516	320	575	546	90	127	188	136
MVB12B	152	100	235	87	60	95	115	114
MVD	376	431	421	325	244	213	260	239
MVK	528	560	432	677	163	124	253	150
MVP	2273	1153	1659	1646	904	869	1472	1228
MX1	1236	604	1736	533	266	211	499	214
MX2	736	487	1147	547	208	156	431	203
MXD1	587	569	1438	632	303	393	433	399
MXD3	2091	1620	1947	2255	872	1035	1442	1033
MXD4	1113	880	1189	1210	589	718	910	825
MXI1	2090	1838	2828	2046	1094	2330	2007	1543
MXRA7	534	473	545	607	792	650	1397	931
MXRA8	529	240	212	717	78	56	127	84
MYADM	918	657	667	614	209	255	407	298
MYBBP1A	1007	548	1109	701	273	322	468	464
MYBL1	260	215	243	291	55	66	125	74
MYBPC3	64281	87281	95774	53564	43303	46722	78766	54480
MYC	2014	676	526	522	66	123	138	290
MYCBP	150	116	117	141	71	46	70	71
MYCBP2	2187	2068	2274	2627	1470	2320	2718	2424
MYCBPAP	368	312	207	510	347	309	363	306
MYCT1	2362	1940	1304	2189	839	928	1265	944
MYD88	969	348	795	540	147	183	286	187
MYDGF	309	185	186	359	167	189	243	220
MYEF2	845	498	429	906	363	465	504	431
MYG1	747	555	727	571	634	594	934	502
MYH1	9	6	536	6	1466	1289	1376	1082
MYH10	3167	3571	2223	5162	2698	2186	4520	3899
MYH11	10011	8395	5957	7201	1778	1409	3013	948
MYH13	74	50	550	106	77	88	119	100
MYH14	5184	5369	4807	2669	2712	4369	4810	4912
MYH2	0	3	1879	3	1125	997	1909	834
MYH6	821596	831150	1793508	698234	747635	883334	1252730	933376
MYH7	601890	631653	923667	439690	674113	895632	1206710	894854
MYH7B	20118	18488	26912	15672	22208	25984	38076	30673
MYH8	111	107	1264	10	15835	20377	13039	8139
MYH9	27460	9908	12134	16585	4397	3366	6208	6038
MYL12A	4672	4180	2291	5558	3569	2505	5256	4298
MYL12B	9570	8177	8143	13788	6223	3815	9905	7310
MYL2	290663	361863	218875	369101	364073	422111	532600	472315
MYL3	72466	111225	197760	73357	111908	134011	218560	135030
MYL4	1977	1984	10011	635	1979	592	2260	1165
MYL6B	2475	2334	3014	2922	731	690	1280	774
MYL7	8753	7474	7355	9944	10798	20605	49743	21796
MYL9	39673	32251	39866	41693	12633	18263	25786	13578
MYLIP	1422	1783	1370	833	596	1177	1095	1127
MYLK	3118	2218	1949	2264	1215	882	1771	972
MYLK3	3166	7639	11873	2732	2704	4145	4774	5368
MYLK4	355	392	954	263	416	350	440	329
MYNN	569	475	517	511	346	512	532	456
MYO10	810	1057	689	1072	496	755	1579	1268
MYO18A	13173	12524	16061	10716	13402	12283	14466	12176
MYO18B	11110	10361	12612	10795	10225	10299	14838	14305
MYO1B	2334	1652	1664	2879	1032	1047	1489	1405
MYO1C	5342	4078	4464	4361	1688	2076	2661	2337
MYO1D	1322	676	440	1439	211	190	295	244
MYO1E	1618	670	602	1137	1160	1307	2229	5374
MYO1F	562	75	265	186	56	49	88	54
MYO1G	232	76	140	140	63	50	109	77
MYO5A	557	302	543	383	282	326	786	415
MYO5C	210	229	533	149	58	62	76	34
MYO6	746	718	958	888	432	404	731	401
MYO7B	535	576	688	694	28	232	370	109
MYO9A	1146	1036	1337	1417	811	1152	1130	1150
MYO9B	3834	2032	3569	2199	659	698	1166	1050
MYOC	8156	2400	3842	3045	339	250	682	220
MYOCD	1096	1372	2839	1303	1646	1042	2292	1462
MYOF	2915	1377	2341	4008	395	441	733	661
MYOM1	48939	46571	36494	43458	58799	55311	100178	64529
MYOM2	89521	111928	68372	50243	60339	113067	110163	84894
MYOM3	26656	25406	30857	21896	22802	27215	23722	24896
MYORG	820	607	351	1056	914	674	1016	809
MYOT	567	297	457	546	383	217	686	469
MYOZ1	97	106	560	82	1274	1296	1282	2255
MYOZ2	25618	27539	39982	24738	19511	23945	36711	27046
MYPN	11108	7642	3804	10919	4380	4996	7578	9490
MYRF	120	71	144	192	18	56	114	61
MYRIP	208	74	97	45	125	105	84	67
MYSM1	1877	2173	2678	2358	925	939	1757	1225
MZF1	266	183	223	269	79	73	127	73
N4BP1	1308	1048	1515	1106	998	1227	1555	1178
N4BP2	222	196	172	232	129	250	223	189
N4BP2L1	1265	782	902	959	395	529	541	711
N4BP2L2	3174	2615	3099	2889	1636	2375	2795	1874
NAA10	1546	1219	1664	1511	1489	1826	2510	2015
NAA15	2138	1783	1928	2441	1682	1848	2731	2056
NAA20	532	444	537	529	286	346	420	326
NAA25	1551	1602	3164	1554	688	838	1309	807
NAA30	1737	1559	2059	1540	1398	1808	2435	1820
NAA35	1205	1122	1066	1183	1462	1688	2319	1688
NAA38	819	1069	1087	940	322	378	644	375
NAA40	1324	1222	2174	1261	346	496	687	362
NAA50	867	778	1247	681	495	686	864	655
NAA60	1468	1160	1600	1236	698	733	1452	998
NAA80	198	182	307	206	437	321	786	411
NAAA	285	204	342	185	165	139	213	197
NAALAD2	194	101	114	95	96	140	170	118
NAALADL1	180	96	85	124	63	54	134	101
NAB1	358	402	337	581	170	249	311	290
NAB2	1064	531	395	527	181	529	560	554
NABP1	649	96	86	185	104	114	188	208
NABP2	417	375	631	440	159	173	243	166
NACA	7567	4887	7179	6395	2755	4124	5052	4096
NACC2	272	279	305	271	291	213	411	316
NADK	690	329	674	385	327	343	526	466
NADK2	1353	1288	1403	1260	1037	1183	1521	999
NADSYN1	850	395	501	554	221	253	403	276
NAE1	1324	1260	2096	1455	1616	2014	2556	1863
NAF1	262	167	224	143	58	75	134	127
NAGA	482	244	407	495	716	568	1561	775
NAGK	1810	1020	924	1605	610	690	969	794
NAGLU	119	66	112	103	20	42	62	74
NAGPA	197	139	210	184	84	135	180	119
NAIF1	132	113	131	117	98	87	172	98
NALCN	303	539	496	457	11	13	8	18
NAMPT	1315	1020	2035	1034	597	1052	1080	875
NANOS1	121	115	124	140	8	7	7	9
NANP	271	195	220	227	218	285	315	290
NANS	628	573	617	621	384	437	623	466
NAP1L1	6169	3203	4730	6058	579	866	1249	926
NAP1L2	492	540	751	546	420	657	753	697
NAP1L3	421	269	288	403	71	148	141	229
NAP1L4	5931	4858	5629	6215	3264	3510	5621	4192
NAP1L5	413	242	246	280	122	175	204	312
NAPA	4577	3621	5971	3703	2319	2776	4218	3343
NAPB	603	416	616	475	354	558	708	559
NAPEPLD	218	186	123	269	615	975	1233	1132
NAPG	533	648	449	626	340	390	751	478
NAPRT	909	635	739	935	185	307	245	196
NARF	1088	1042	1082	1038	669	1070	1476	951
NARS1	2340	2306	2138	2142	1010	1324	1957	1547
NARS2	680	700	554	445	741	1218	1585	1160
NASP	1051	665	934	763	285	389	476	355
NAT10	2602	1787	2187	2086	439	636	692	405
NAT14	168	159	167	233	121	94	152	156
NAT9	474	239	353	454	137	209	369	246
NAV1	1917	3768	2347	3804	379	378	555	543
NAV2	1959	2356	2771	2868	941	902	1106	728
